budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
110000000,714,en,Tomorrow Never Dies,42.887121,11/12/1997,333011068,119,Released,Tomorrow Never Dies,6,925
110000000,2024,en,The Patriot,23.657284,28/06/2000,215294342,165,Released,The Patriot,6.8,1099
110000000,163,en,Ocean's Twelve,76.840712,9/12/2004,362744280,125,Released,Ocean's Twelve,6.4,2124
110000000,787,en,Mr. & Mrs. Smith,44.635452,7/06/2005,478207520,120,Released,Mr. & Mrs. Smith,6.5,2965
110000000,262500,en,Insurgent,103.718387,18/03/2015,295238201,119,Released,Insurgent,6.2,3829
116000000,2567,en,The Aviator,45.616098,17/12/2004,102000000,170,Released,The Aviator,7,1489
112000000,38745,en,Gulliver's Travels,22.845143,25/12/2010,237382724,85,Released,Gulliver's Travels,4.9,621
120000000,40805,en,The Green Hornet,31.703608,12/01/2011,227817248,119,Released,The Green Hornet,5.5,1251
110000000,53182,en,300: Rise of an Empire,71.510596,5/03/2014,337580051,102,Released,300: Rise of an Empire,6.1,2397
110000000,41513,en,The Smurfs,36.65422,29/07/2011,563749323,103,Released,The Smurfs,5.5,1179
110000000,13700,en,Home on the Range,19.625972,2/04/2004,103951461,76,Released,Home on the Range,5.7,389
110000000,262504,en,Allegiant,86.105615,9/03/2016,179246868,121,Released,Allegiant,5.9,1998
110000000,39254,en,Real Steel,37.195046,28/09/2011,299268508,127,Released,Real Steel,6.6,2692
105000000,77931,en,The Smurfs 2,32.473628,30/07/2013,347434178,105,Released,The Smurfs 2,5.5,695
160000000,1639,en,Speed 2: Cruise Control,23.336875,13/06/1997,164508066,121,Released,Speed 2: Cruise Control,4.1,434
110000000,80274,en,Ender's Game,45.94834,23/10/2013,125537191,114,Released,Ender's Game,6.6,2303
110000000,1571,en,Live Free or Die Hard,48.93337,20/06/2007,383531464,128,Released,Live Free or Die Hard,6.4,2089
93000000,120,en,The Lord of the Rings: The Fellowship of the Ring,138.049577,18/12/2001,871368364,178,Released,The Lord of the Rings: The Fellowship of the Ring,8,8705
110000000,10204,en,Around the World in 80 Days,22.643776,16/06/2004,72178895,120,Released,Around the World in 80 Days,5.7,672
107000000,8489,en,Ali,18.866672,11/12/2001,87713825,157,Released,Ali,6.7,447
0,10588,en,The Cat in the Hat,18.251129,21/11/2003,0,82,Released,The Cat in the Hat,4.9,366
120000000,2048,en,"I, Robot",95.914473,15/07/2004,347234916,115,Released,"I, Robot",6.7,3793
130000000,1495,en,Kingdom of Heaven,44.490453,3/05/2005,211643158,144,Released,Kingdom of Heaven,6.6,1157
133000000,10137,en,Stuart Little,30.475297,17/12/1999,300135367,84,Released,Stuart Little,5.8,959
105000000,10198,en,The Princess and the Frog,62.479574,8/12/2009,267045765,97,Released,The Princess and the Frog,6.7,1247
108000000,286217,en,The Martian,167.93287,30/09/2015,630161890,141,Released,The Martian,7.6,7268
126000000,1635,en,The Island,37.68056,20/07/2005,162949164,136,Released,The Island,6.5,1770
90000000,24113,en,Town & Country,1.004579,27/04/2001,10372291,104,Released,Town & Country,3.7,16
90000000,9679,en,Gone in Sixty Seconds,52.995628,9/06/2000,237202299,118,Released,Gone in Sixty Seconds,6.1,1485
103000000,98,en,Gladiator,95.301296,1/05/2000,457640427,155,Released,Gladiator,7.9,5439
102000000,180,en,Minority Report,65.948959,20/06/2002,358372926,145,Released,Minority Report,7.1,2608
100000000,672,en,Harry Potter and the Chamber of Secrets,132.397737,13/11/2002,876688482,161,Released,Harry Potter and the Chamber of Secrets,7.4,5815
150000000,36557,en,Casino Royale,88.935165,14/11/2006,599045960,144,Released,Casino Royale,7.3,3855
100000000,869,en,Planet of the Apes,51.188633,25/07/2001,362211740,119,Released,Planet of the Apes,5.6,1243
100000000,280,en,Terminator 2: Judgment Day,101.74155,1/07/1991,520000000,137,Released,Terminator 2: Judgment Day,7.7,4185
80000000,11322,en,Public Enemies,33.691694,1/07/2009,214104620,140,Released,Public Enemies,6.5,1344
100000000,4982,en,American Gangster,42.361215,2/11/2007,266465037,157,Released,American Gangster,7.4,1502
115000000,36955,en,True Lies,38.729418,14/07/1994,378882411,141,Released,True Lies,6.8,1116
100000000,18487,en,The Taking of Pelham 1 2 3,40.597856,11/06/2009,150166126,106,Released,The Taking of Pelham 1 2 3,6.2,954
100000000,39451,en,Little Fockers,32.389353,21/12/2010,310650585,98,Released,Little Fockers,5.4,1060
100000000,27581,en,The Other Guys,24.399642,6/08/2010,170432927,107,Released,The Other Guys,6.1,1383
100000000,9268,en,Eraser,24.507987,21/06/1996,242295562,115,Released,Eraser,5.6,543
100000000,68718,en,Django Unchained,82.121691,25/12/2012,425368238,165,Released,Django Unchained,7.8,10099
100000000,10545,en,The Hunchback of Notre Dame,46.727941,21/06/1996,100138851,91,Released,The Hunchback of Notre Dame,6.8,1129
100000000,11688,en,The Emperor's New Groove,51.113717,9/12/2000,169327687,78,Released,The Emperor's New Groove,7.2,1490
100000000,76163,en,The Expendables 2,53.732892,8/08/2012,312573423,103,Released,The Expendables 2,6.1,2896
100000000,2059,en,National Treasure,58.849256,19/11/2004,347451894,131,Released,National Treasure,6.4,1926
100000000,2486,en,Eragon,30.863434,14/12/2006,249288105,104,Released,Eragon,4.9,967
100000000,16523,en,Where the Wild Things Are,31.586215,16/10/2009,100086793,101,Released,Where the Wild Things Are,6.4,572
100000000,116711,en,Epic,36.711378,15/05/2013,268426634,102,Released,Epic,6.4,1121
100000000,37710,en,The Tourist,41.426678,8/12/2010,278731369,103,Released,The Tourist,6,1699
100000000,9946,en,End of Days,20.652943,24/11/1999,211989043,121,Released,End of Days,5.5,482
100000000,1372,en,Blood Diamond,52.792678,7/12/2006,170877916,143,Released,Blood Diamond,7.3,2281
100000000,106646,en,The Wolf of Wall Street,95.007934,25/12/2013,392000694,180,Released,The Wolf of Wall Street,7.9,6571
100000000,414,en,Batman Forever,48.205606,31/05/1995,336529144,121,Released,Batman Forever,5.2,1498
105000000,563,en,Starship Troopers,58.782359,6/11/1997,121214377,129,Released,Starship Troopers,6.7,1560
102000000,83542,en,Cloud Atlas,73.872343,26/10/2012,130482868,172,Released,Cloud Atlas,6.6,2977
80000000,41216,en,Legend of the Guardians: The Owls of Ga'Hoole,37.321848,10/07/2010,140073390,97,Released,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
100000000,314,en,Catwoman,32.271938,22/07/2004,82102379,104,Released,Catwoman,4.2,808
100000000,184315,en,Hercules,76.842247,23/07/2014,243400000,99,Released,Hercules,5.6,1680
140000000,9016,en,Treasure Planet,38.924136,26/11/2002,109578115,95,Released,Treasure Planet,7.2,948
100000000,18162,en,Land of the Lost,19.38841,5/06/2009,68688831,102,Released,Land of the Lost,5.3,381
90000000,138103,en,The Expendables 3,61.025639,4/08/2014,206172544,127,Released,The Expendables 3,6.1,1795
105000000,257088,en,Point Break,33.507289,3/12/2015,133718711,114,Released,Point Break,5.5,783
84000000,10214,en,Son of the Mask,17.815595,18/02/2005,0,94,Released,Son of the Mask,3.6,338
100000000,205775,en,In the Heart of the Sea,50.767332,20/11/2015,93820758,122,Released,In the Heart of the Sea,6.5,1276
100000000,11692,en,The Adventures of Pluto Nash,12.092241,15/08/2002,7103973,95,Released,The Adventures of Pluto Nash,4.4,142
100000000,22972,en,Green Zone,30.254021,11/03/2010,94882889,115,Released,Green Zone,6.4,717
99000000,227973,en,The Peanuts Movie,34.308098,5/11/2015,246233113,88,Released,The Peanuts Movie,6.5,604
10000000,29193,en,The Spanish Prisoner,3.091077,8/09/1997,13835130,110,Released,The Spanish Prisoner,7.1,73
98000000,1734,en,The Mummy Returns,41.862983,28/04/2001,433013274,130,Released,The Mummy Returns,6,2206
100000000,3131,en,Gangs of New York,46.160048,14/12/2002,193772504,167,Released,Gangs of New York,7.1,1910
94000000,76758,zh,金陵十三釵,12.516546,15/12/2011,95311434,145,Released,The Flowers of War,7.1,187
85000000,9408,en,Surf's Up,23.230851,8/06/2007,149044513,85,Released,Surf's Up,5.9,601
90000000,9890,en,The Stepford Wives,19.224754,10/06/2004,102000000,93,Released,The Stepford Wives,5.4,334
92000000,855,en,Black Hawk Down,44.455166,28/12/2001,172989651,144,Released,Black Hawk Down,7.2,1811
0,77953,en,The Campaign,16.460356,9/08/2012,104907746,85,Released,The Campaign,5.6,578
90000000,18,en,The Fifth Element,109.528572,7/05/1997,263920180,126,Released,The Fifth Element,7.3,3885
100000000,37786,en,Sex and the City 2,18.325897,26/05/2010,288347692,146,Released,Sex and the City 2,5.4,426
95000000,10501,en,The Road to El Dorado,37.054554,31/03/2000,76432727,89,Released,The Road to El Dorado,7,858
95000000,57800,en,Ice Age: Continental Drift,65.229868,26/06/2012,877244782,88,Released,Ice Age: Continental Drift,6.2,2672
95000000,150689,en,Cinderella,101.187052,12/03/2015,543514353,105,Released,Cinderella,6.7,2374
65000000,7980,en,The Lovely Bones,29.257137,26/12/2009,93525586,136,Released,The Lovely Bones,6.6,1065
94000000,12,en,Finding Nemo,85.688789,30/05/2003,940335536,100,Released,Finding Nemo,7.6,6122
94000000,122,en,The Lord of the Rings: The Return of the King,123.630332,1/12/2003,1118888979,201,Released,The Lord of the Rings: The Return of the King,8.1,8064
79000000,121,en,The Lord of the Rings: The Two Towers,106.914973,18/12/2002,926287400,179,Released,The Lord of the Rings: The Two Towers,8,7487
95000000,68737,en,Seventh Son,63.628459,12/12/2014,114178613,102,Released,Seventh Son,5.2,957
115000000,1995,en,Lara Croft: Tomb Raider,41.498631,11/06/2001,274703340,100,Released,Lara Croft: Tomb Raider,5.7,2192
100000000,157353,en,Transcendence,58.991388,16/04/2014,103039258,119,Released,Transcendence,5.9,2295
93000000,331,en,Jurassic Park III,1.859364,18/07/2001,368780809,92,Released,Jurassic Park III,5.7,2077
93000000,61791,en,Rise of the Planet of the Apes,138.433168,3/08/2011,482860185,105,Released,Rise of the Planet of the Apes,7,4347
90000000,8204,en,The Spiderwick Chronicles,21.436682,14/02/2008,162839667,95,Released,The Spiderwick Chronicles,6.3,572
92000000,47964,en,A Good Day to Die Hard,65.402595,6/02/2013,304654182,98,Released,A Good Day to Die Hard,5.2,3493
145000000,10733,en,The Alamo,10.660441,7/04/2004,25819961,137,Released,The Alamo,5.8,106
92000000,9806,en,The Incredibles,77.817571,5/11/2004,631442092,115,Released,The Incredibles,7.4,5152
98000000,1408,en,Cutthroat Island,7.029308,22/12/1995,10017322,119,Released,Cutthroat Island,5.7,136
95000000,32657,en,Percy Jackson & the Olympians: The Lightning Thief,61.121717,1/02/2010,226497209,118,Released,Percy Jackson & the Olympians: The Lightning Thief,6,2010
90000000,607,en,Men in Black,104.121555,2/07/1997,589390539,98,Released,Men in Black,6.9,4412
90000000,863,en,Toy Story 2,73.575118,30/10/1999,497366869,92,Released,Toy Story 2,7.3,3806
100000000,44048,en,Unstoppable,37.698465,4/11/2010,167805466,98,Released,Unstoppable,6.3,1165
90000000,5175,en,Rush Hour 2,35.814765,3/08/2001,347325802,90,Released,Rush Hour 2,6.4,1054
100000000,2655,en,What Lies Beneath,15.835672,21/07/2000,155464351,130,Released,What Lies Beneath,6.3,488
100000000,22794,en,Cloudy with a Chance of Meatballs,46.781182,17/09/2009,242988466,90,Released,Cloudy with a Chance of Meatballs,6.5,1747
90000000,8355,en,Ice Age: Dawn of the Dinosaurs,69.457898,29/06/2009,886686817,94,Released,Ice Age: Dawn of the Dinosaurs,6.5,2271
90000000,116745,en,The Secret Life of Walter Mitty,43.348022,18/12/2013,188133322,114,Released,The Secret Life of Walter Mitty,7,3144
92000000,4327,en,Charlie's Angels,40.20395,2/11/2000,264105545,98,Released,Charlie's Angels,5.6,1232
90000000,1422,en,The Departed,63.429157,5/10/2006,289847354,151,Released,The Departed,7.9,4339
90000000,10674,en,Mulan,67.427755,18/06/1998,304320254,88,Released,Mulan,7.6,2008
92000000,7446,en,Tropic Thunder,43.192048,9/08/2008,188072649,107,Released,Tropic Thunder,6.5,1667
90000000,65754,en,The Girl with the Dragon Tattoo,47.651083,14/12/2011,232617430,158,Released,The Girl with the Dragon Tattoo,7.2,2434
90000000,1572,en,Die Hard: With a Vengeance,51.881077,19/05/1995,366101666,128,Released,Die Hard: With a Vengeance,6.9,2066
90000000,10528,en,Sherlock Holmes,57.834787,23/12/2009,524028679,128,Released,Sherlock Holmes,7,5766
100000000,271969,en,Ben-Hur,29.608322,17/08/2016,94061311,125,Released,Ben-Hur,5.3,621
120000000,10865,en,Atlantis: The Lost Empire,51.548589,2/06/2001,186053725,95,Released,Atlantis: The Lost Empire,6.7,1224
0,258509,en,Alvin and the Chipmunks: The Road Chip,27.867368,17/12/2015,233755553,92,Released,Alvin and the Chipmunks: The Road Chip,5.8,428
75000000,2253,en,Valkyrie,38.832842,25/12/2008,200276000,121,Released,Valkyrie,6.7,1173
90000000,10661,en,You Don't Mess with the Zohan,40.597344,5/06/2008,201596308,113,Released,You Don't Mess with the Zohan,5.5,1048
88000000,257344,en,Pixels,140.849495,16/07/2015,243637091,105,Released,Pixels,5.6,2513
100000000,644,en,A.I. Artificial Intelligence,34.035114,29/06/2001,235926552,146,Released,A.I. Artificial Intelligence,6.8,1974
90000000,10756,en,The Haunted Mansion,16.302378,25/11/2003,182290266,99,Released,The Haunted Mansion,5.2,466
90000000,686,en,Contact,55.249434,11/07/1997,171120329,150,Released,Contact,7.2,1308
95000000,9383,en,Hollow Man,28.200874,4/08/2000,190213455,112,Released,Hollow Man,5.6,634
80000000,179,en,The Interpreter,18.69984,8/04/2005,162944923,128,Released,The Interpreter,6.2,392
90000000,76285,en,Percy Jackson: Sea of Monsters,40.262261,7/08/2013,174578751,106,Released,Percy Jackson: Sea of Monsters,5.9,1648
95000000,1996,en,Lara Croft Tomb Raider: The Cradle of Life,56.811056,21/07/2003,156505388,117,Released,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
90000000,291805,en,Now You See Me 2,51.535701,2/06/2016,334901337,129,Released,Now You See Me 2,6.7,3235
68000000,10003,en,The Saint,20.913852,3/04/1997,118063304,116,Released,The Saint,5.9,302
92000000,1535,en,Spy Game,27.166757,18/11/2001,143049560,126,Released,Spy Game,6.8,579
90000000,2067,en,Mission to Mars,16.058284,10/03/2000,60874615,114,Released,Mission to Mars,5.7,369
90000000,46195,en,Rio,46.200042,3/04/2011,484635760,96,Released,Rio,6.5,2166
100000000,2277,en,Bicentennial Man,24.939295,17/12/1999,93700000,131,Released,Bicentennial Man,6.9,963
90000000,10357,en,Volcano,19.836124,25/04/1997,0,104,Released,Volcano,5.2,376
90000000,4477,en,The Devil's Own,15.350451,12/03/1997,140807547,107,Released,The Devil's Own,5.9,290
100000000,8665,en,K-19: The Widowmaker,15.625949,19/07/2002,35168966,138,Released,K-19: The Widowmaker,6.1,264
20000000,9387,en,Conan the Barbarian,31.802807,2/04/1982,79114085,129,Released,Conan the Barbarian,6.6,650
88000000,921,en,Cinderella Man,24.100863,2/06/2005,108539911,144,Released,Cinderella Man,7.3,616
90000000,49852,en,The Nutcracker: The Untold Story,3.593349,24/11/2010,16178959,110,Released,The Nutcracker: The Untold Story,5.4,50
87000000,4464,en,Seabiscuit,14.824166,22/07/2003,148336445,141,Released,Seabiscuit,6.7,216
92000000,664,en,Twister,32.079995,10/05/1996,494471524,113,Released,Twister,6.1,950
90000000,8358,en,Cast Away,57.739713,22/12/2000,429632142,143,Released,Cast Away,7.5,3218
100000000,9836,en,Happy Feet,37.272385,16/11/2006,384335608,108,Released,Happy Feet,5.9,1410
75000000,2502,en,The Bourne Supremacy,53.213931,23/07/2004,288500217,108,Released,The Bourne Supremacy,7.2,2825
85000000,9772,en,Air Force One,36.38795,25/07/1997,315156409,124,Released,Air Force One,6.2,840
85000000,161,en,Ocean's Eleven,60.929352,7/12/2001,450717150,116,Released,Ocean's Eleven,7.2,3783
75000000,52451,en,The Three Musketeers,36.605246,31/08/2011,132274484,110,Released,The Three Musketeers,5.6,924
85000000,76492,en,Hotel Transylvania,56.257411,20/09/2012,358375603,91,Released,Hotel Transylvania,6.8,2566
85000000,4523,en,Enchanted,29.21998,20/11/2007,340487652,107,Released,Enchanted,6.6,1449
85000000,59961,en,Safe House,34.773106,9/02/2012,208076205,115,Released,Safe House,6.3,1345
85000000,10481,en,102 Dalmatians,9.895061,7/10/2000,183611771,100,Released,102 Dalmatians,5.1,313
75000000,59108,en,Tower Heist,36.743324,2/11/2011,152930623,104,Released,Tower Heist,5.8,932
85000000,1581,en,The Holiday,44.967453,8/12/2006,194168700,136,Released,The Holiday,6.7,1225
90000000,9798,en,Enemy of the State,41.207568,20/11/1998,250649836,132,Released,Enemy of the State,6.7,1240
85000000,22897,en,It's Complicated,16.479851,23/12/2009,219103655,121,Released,It's Complicated,6.2,360
85000000,298,en,Ocean's Thirteen,42.069993,7/06/2007,311312624,122,Released,Ocean's Thirteen,6.5,1999
85000000,7484,en,Open Season,26.61951,29/09/2006,197309027,83,Released,Open Season,6.1,656
85000000,157350,en,Divergent,80.316463,14/03/2014,288747895,139,Released,Divergent,6.9,4663
68000000,853,en,Enemy at the Gates,41.273567,13/03/2001,96976270,131,Released,Enemy at the Gates,7.2,999
85000000,10159,en,The Rundown,24.107835,26/09/2003,80916492,104,Released,The Rundown,6.4,514
85000000,9593,en,Last Action Hero,32.044191,18/06/1993,137298489,130,Released,Last Action Hero,6.1,712
85000000,1904,en,Memoirs of a Geisha,16.595874,6/12/2005,162242962,145,Released,Memoirs of a Geisha,7.3,652
85000000,9615,en,The Fast and the Furious: Tokyo Drift,8.282876,3/06/2006,158468292,104,Released,The Fast and the Furious: Tokyo Drift,6.1,1705
0,51052,en,Arthur Christmas,19.83683,22/02/2011,0,97,Released,Arthur Christmas,6.7,333
90000000,297,en,Meet Joe Black,36.069611,12/11/1998,142940100,178,Released,Meet Joe Black,6.9,1147
85000000,9884,en,Collateral Damage,18.827753,6/02/2002,78382433,108,Released,Collateral Damage,5.5,427
0,16858,en,All That Jazz,5.159407,20/12/1979,37823676,123,Released,All That Jazz,7.3,85
85000000,62764,en,Mirror Mirror,48.126297,15/03/2012,183018522,106,Released,Mirror Mirror,5.5,1114
